1	4.5678793355384535
2	7.476115213101696
3	0.7831166308436259
4	4.76412544735642
5	8.71127627297976
6	7.680141446761894
7	6.343605384190859
8	3.719879010216701
9	3.198851709394834
10	1.5914200558243685
11	8.695617901813751
12	3.138194345012913
13	9.054018420162823
14	1.8639447520639827
15	3.3442304140616557
16	9.318583512366576
17	6.85408980743631
18	4.143358339592149
19	5.513144769619377
20	2.8894049415787055
21	5.519000742353402
22	2.4466256276209464
23	9.660814987693932
24	2.400863170721532
25	1.5232837009137867
26	0.9370917528111882
27	8.301035647423394
28	3.5421216064930228
29	9.87032015205314
30	1.9416705850685485
31	2.4490900538809406
32	2.452468781657144
33	7.554095287727385
34	4.7301014596475195
35	0.5387827222478592
36	3.9867558050738534
37	7.820080063462623
38	6.332861148586101
39	8.672625497752456
40	5.7870378574294215
41	7.3525481030464555
42	0.7269967375476689
43	4.544467159696733
44	2.7915556188633275
45	0.411174963305621
46	6.0707493603391995
47	4.636186295120957
48	9.348366771712861
49	3.819848923546447
50	9.549688785891416
51	7.864343629874902
52	9.206362669578134
53	5.5673194676396935
54	9.138794036121254
55	5.761500569483257
56	2.180856696856946
57	8.452345216552239
58	9.279663922514054
59	4.738836979888429
60	9.518622425772762
61	0.06256717444205862
62	9.464513294443826
63	2.1665697919142843
64	9.52678586127023
65	1.8255720604372208
66	6.290206413854694
67	7.4235185154549015
68	5.080471719516623
69	3.632162942465534
70	5.446428061170781
71	4.724908682617164
72	7.728942034040212
73	2.2866300927297267
74	9.28679398028239
75	7.8334110832980635
